Expt Accession	TF-Target	Target	Tissue	Cell line	Cell type	Generic peak name	New Peak Name
GSE71976	c-Jun	c-Jun	-	BT549	Triple negative breast cancer cells	GSE71976_c-Jun	GSE71976_c-Jun
GSE72009	p63	p63 antibody	-	MDA-MB-231 cells	-	GSE72009_p63_antibody	GSE72009_p63
GSE72023	CDK12	CDK12	-	Jurkat	-	GSE72023_CDK12	GSE72023_CDK12
GSE72082	CREB1	CREB1 Santa Cruz Biotechnology, sc-240	-	V6.5	Embryonic Stem Cell	GSE72082_CREB1_Santa_Cruz_Biotechnology_sc-240	GSE72082_CREB1
GSE72082	GABPa	GABPA, Santa Cruz Biotechnology, sc-28312	-	V6.5	Embryonic Stem Cell	GSE72082_GABPA_Santa_Cruz_Biotechnology_sc-28312	GSE72082_GABPa
GSE72082	RAD21	RAD21, abcam, ab992	-	V6.5	Embryonic Stem Cell	GSE72082_RAD21_abcam_ab992	GSE72082_RAD21
GSE72141	BRG1	anti-BRG1	-	-	-	GSE72141_anti-BRG1	GSE72141_BRG1
GSE72141	GATA3	GATA3 serum	-	-	-	GSE72141_GATA3_serum	GSE72141_GATA3
GSE72141	Ty1	anti-Ty1	-	-	-	GSE72141_anti-Ty1	GSE72141_Ty1
GSE72249	ER	ER cocktail: Ab-10 Thermo Scientific Lab Vision, HC-20 sc-543 Santa Cruz	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72249_ER_cocktail_Ab-10_Thermo_Scientific_Lab_Vision_HC-20_sc-543_Santa_Cruz	GSE72249_ER
GSE72249	FOXA1	FoxA1 ab23738 Abcam	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72249_FoxA1_ab23738_Abcam	GSE72249_FOXA1
GSE72249	GR	GR E-20X sc-1003 Santa Cruz	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72249_GR_E-20X_sc-1003_Santa_Cruz	GSE72249_GR
GSE72252	ER	ER cocktail: Ab-10 Thermo Scientific Lab Vision, HC-20 sc-543 Santa Cruz	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72252_ER_cocktail_Ab-10_Thermo_Scientific_Lab_Vision_HC-20_sc-543_Santa_Cruz	GSE72252_ER
GSE72252	FOXA1	FoxA1 ab23738 Abcam	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72252_FoxA1_ab23738_Abcam	GSE72252_FOXA1
GSE72252	GR	GR E-20X sc-1003 Santa Cruz	-	T-47D	Pleural effusion from a ductal carcinoma of the breast	GSE72252_GR_E-20X_sc-1003_Santa_Cruz	GSE72252_GR
GSE72300	UTX	UTX	-	Jurkat	-	GSE72300_UTX	GSE72300_UTX
GSE72467	FOXA1	FOXA1	-	LNCaP-abl	-	GSE72467_FOXA1	GSE72467_FOXA1
GSE72622	CDK9	Cdk9	-	HCT116	Colonic Endothelial Cells	GSE72622_Cdk9	GSE72622_CDK9
GSE72622	HEXIM1	Hexim1	-	HCT116	Colonic Endothelial Cells	GSE72622_Hexim1	GSE72622_HEXIM1
GSE72622	KAP1	KAP1	-	HCT116	Colonic Endothelial Cells	GSE72622_KAP1	GSE72622_KAP1
GSE72622	LARP7	Larp7	-	HCT116	Colonic Endothelial Cells	GSE72622_Larp7	GSE72622_LARP7
GSE72640	MYCN	MYCN	-	SK-N-BE(2)-C	neuroblastoma	GSE72640_MYCN	GSE72640_MYCN
GSE72641	OVOL2	OVOL2	-	HCE-T	corneal epithelium cell	GSE72641_OVOL2	GSE72641_OVOL2
GSE72690	BRG1	BRG1	-	LNCaP	prostate cancer cells	GSE72690_BRG1	GSE72690_BRG1
GSE72690	CHD1	CHD1	-	LNCaP	prostate cancer cells	GSE72690_CHD1	GSE72690_CHD1
GSE72690	CHD4	CHD4	-	LNCaP	prostate cancer cells	GSE72690_CHD4	GSE72690_CHD4
GSE72690	INOC1	INOC1	-	LNCaP	prostate cancer cells	GSE72690_INOC1	GSE72690_INOC1
GSE72690	Mi2-alpha	Mi2-α	-	LNCaP	prostate cancer cells	GSE72690_Mi2-α	GSE72690_Mi2-alpha
GSE72690	SMARCA1	SMARCA1	-	LNCaP	prostate cancer cells	GSE72690_SMARCA1	GSE72690_SMARCA1
GSE72690	SMARCA2	SMARCA2	-	LNCaP	prostate cancer cells	GSE72690_SMARCA2	GSE72690_SMARCA2
GSE72690	SNF2H	SNF2H	-	LNCaP	prostate cancer cells	GSE72690_SNF2H	GSE72690_SNF2H
GSE72714	AR	AR	-	C4-2B	human prostate cancer cell line	GSE72714_AR	GSE72714_AR
GSE72800	XRN2	rabbit anti-Xrn2	-	HEK293	-	GSE72800_rabbit_anti-Xrn2	GSE72800_XRN2
GSE72828	E2A	anti-E2A	-	Ramos	-	GSE72828_anti-E2A	GSE72828_E2A
GSE72832	E2A	anti-E2A	-	Ramos	-	GSE72832_anti-E2A	GSE72832_E2A
GSE72848	CARM1	CARM1	-	Breast Cancer MCF-7 cells	-	GSE72848_CARM1	GSE72848_CARM1
GSE72848	MED12	MED12	-	Breast Cancer MCF-7 cells	-	GSE72848_MED12	GSE72848_MED12
GSE72864	WDR5	WDR5, ab56919	-	THP-1	acute myeloid leukemic cells	GSE72864_WDR5_ab56919	GSE72864_WDR5
GSE72931	BRD4	BRD4 N-terminal antibody kindly provided by Prof. Cheng Ming Chiang	-	MCF10A	Human normal breast epithelial cells	GSE72931_BRD4_N-terminal_antibody_kindly_provided_by_Prof_Cheng_Ming_Chiang	GSE72931_BRD4
GSE72933	BRD4	BRD4 N-terminal antibody kindly provided by Prof. Cheng Ming Chiang	-	MCF10A	Human normal breast epithelial cells	GSE72933_BRD4_N-terminal_antibody_kindly_provided_by_Prof_Cheng_Ming_Chiang	GSE72933_BRD4
GSE73267	KDM5C	KDM5C	kidney; Derived from metastatic site - skin	caki-1	-	GSE73267_KDM5C	GSE73267_KDM5C
GSE73319	BRD4	Brd4	-	COLO 741	-	GSE73319_Brd4	GSE73319_BRD4
GSE73363	FOXA1	FOXA1	-	LNCaP	-	GSE73363_FOXA1	GSE73363_FOXA1
GSE73492	EWS	EWS	-	HEK293	-	GSE73492_EWS	GSE73492_EWS
GSE73492	FUS	FUS	-	HEK293	-	GSE73492_FUS	GSE73492_FUS
GSE73492	TAF15	TAF15	-	HEK293	-	GSE73492_TAF15	GSE73492_TAF15
GSE73576	ChAT	In-house C-terminal anti-ChAT antibody	-	SH-SY5Y	neural cells	GSE73576_In-house_C-terminal_anti-ChAT_antibody	GSE73576_ChAT
GSE73576	SATB1	anti-SATB1	-	SH-SY5Y	neural cells	GSE73576_anti-SATB1	GSE73576_SATB1
GSE73616	ERG	Anti-ERG Clone 9FY Biocare # CM421 C	-	RWPE1	normal prostate	GSE73616_Anti-ERG_Clone_9FY_Biocare_#_CM421_C	GSE73616_ERG
GSE73616	EWS	Anti-EWS clone G5 sc-28327	-	RWPE1	normal prostate	GSE73616_Anti-EWS_clone_G5_sc-28327	GSE73616_EWS
GSE73725	Nanog	Anti-Nanog antibody	-	H9 ESC	-	GSE73725_Anti-Nanog_antibody	GSE73725_Nanog
GSE73742	MED26	anti-MED26 antibody is from Santa Cruz Biotechnology, sc-48776	-	U2OS	-	GSE73742_anti-MED26_antibody_is_from_Santa_Cruz_Biotechnology_sc-48776	GSE73742_MED26
GSE73742	p400	anti-EP400 antibody is from Abcam, ab70301	-	U2OS	-	GSE73742_anti-EP400_antibody_is_from_Abcam_ab70301	GSE73742_p400
GSE73865	SIX1	SIX1 antibidy	-	-	-	GSE73865_SIX1_antibidy	GSE73865_SIX1
GSE73865	SIX2	Six2 antibody	-	-	-	GSE73865_Six2_antibody	GSE73865_Six2
GSE73865	SIX2	SIX2 antibody	-	-	-	GSE73865_SIX2_antibody	GSE73865_SIX2
GSE73887	EBNA1	EBNA1	-	C6661	EBV positive nasopharyngeal carcinoma (NPC) line	GSE73887_EBNA1	GSE73887_EBNA1
GSE73926	RPC4	anti-Rpc4	-	IMR90hTert	-	GSE73926_anti-Rpc4	GSE73926_RPC4
GSE73936	RPC4	anti-Rpc4	-	IMR90hTert	-	GSE73936_anti-Rpc4	GSE73936_RPC4
GSE73956	NEDD4	anti-NEDD4	-	MCF7	human breast adenocarcinoma cell line	GSE73956_anti-NEDD4	GSE73956_NEDD4
GSE73958	NEDD4	anti-NEDD4	-	MCF7	human breast adenocarcinoma cell line	GSE73958_anti-NEDD4	GSE73958_NEDD4
GSE73994	AR	anti-AR, santa cruz	-	c-Myc overexpressing LNCaP	-	GSE73994_anti-AR_santa_cruz	GSE73994_AR
GSE73994	Myc	anti-MYC, RnD	-	c-Myc overexpressing LNCaP	-	GSE73994_anti-MYC_RnD	GSE73994_Myc
GSE74033	ERa	ERalpha	-	T47D	ERalpha-positive breast cancer cells	GSE74033_ERalpha	GSE74033_ERa
GSE74069	AR	AR	-	MDA_MB_453	-	GSE74069_AR	GSE74069_AR
GSE74141	NELF-E	NELFE	-	MCF-7	human breast cancer cells	GSE74141_NELFE	GSE74141_NELF-E
GSE74230	c-Fos	rabbit anti-c-Fos	lung metastasis from primary osteosarcoma tumor	HOS	-	GSE74230_rabbit_anti-c-Fos	GSE74230_c-Fos
GSE74230	FOSL1_Fra-1	rabbit anti-FOSL1/Fra-1	lung metastasis from primary osteosarcoma tumor	HOS	-	GSE74230_rabbit_anti-FOSL1Fra-1	GSE74230_FOSL1_Fra-1
GSE74238	BRD4	Brd4	-	IMR90	fibrobasts	GSE74238_Brd4	GSE74238_BRD4
GSE74328	BRD4	Brd4	-	IMR90	fibrobasts	GSE74328_Brd4	GSE74328_BRD4
GSE74351	p300	anti-p300 antibody	-	-	-	GSE74351_anti-p300_antibody	GSE74351_p300
GSE74355	ATF3	ATF3	-	HCT116	colon cancer cell line	GSE74355_ATF3	GSE74355_ATF3
GSE74355	p53	p53	-	HCT116	colon cancer cell line	GSE74355_p53	GSE74355_p53
GSE74439	BMAL1	anti-BMAL1	-	osteosarcoma cell line U2OS stably expressing Bmal1:Luc	-	GSE74439_anti-BMAL1	GSE74439_BMAL1
GSE74439	CLOCK	anti-CLOCK	-	osteosarcoma cell line U2OS stably expressing Bmal1:Luc	-	GSE74439_anti-CLOCK	GSE74439_CLOCK
GSE74520	JMJD6	JMJD6	-	-	IN528 cells	GSE74520_JMJD6	GSE74520_JMJD6
GSE74557	NOTCH1	cleaved Notch1	-	Patient-derived neurosphere line GSC8	-	GSE74557_cleaved_Notch1	GSE74557_NOTCH1
GSE74557	RBPJ	RBPJ	-	Patient-derived neurosphere line GSC8	-	GSE74557_RBPJ	GSE74557_RBPJ
GSE74812	AF4	AF4	-	SEM	Paediatric pro B-cell line derived from ALL with t(4;11)(q21;q23) translocation	GSE74812_AF4	GSE74812_AF4
GSE74812	CFP1	CFP1	-	SEM	Paediatric pro B-cell line derived from ALL with t(4;11)(q21;q23) translocation	GSE74812_CFP1	GSE74812_CFP1
GSE74812	MLL	MLL	-	SEM	Paediatric pro B-cell line derived from ALL with t(4;11)(q21;q23) translocation	GSE74812_MLL	GSE74812_MLL
GSE74814	BRN2	goat anti-Brn2	-	-	Human neural progenitor cells (hNPC)	GSE74814_goat_anti-Brn2	GSE74814_BRN2
GSE74814	BRN2	mouse monoclonal anti-Brn2	-	-	Human neural progenitor cells (hNPC)	GSE74814_mouse_monoclonal_anti-Brn2	GSE74814-m_BRN2
GSE74850	CTCF	anti-CTCF [D31H2]	-	-	T-lymphocyte	GSE74850_anti-CTCF_D31H2	GSE74850_CTCF
GSE74865	PHF2	PHF2 Antibody	-	-	N8-CTx	GSE74865_PHF2_Antibody	GSE74865_PHF2
GSE74883	PHF2	PHF2 Antibody	-	-	N8-CTx	GSE74883_PHF2_Antibody	GSE74883_PHF2
GSE74954	PARP1	anti-PARP1 antibody	kidney	-	-	GSE74954_anti-PARP1_antibody	GSE74954_PARP1
GSE74999	PU.1	rabbit anti-PU.1	-	K562	myelogenous leukemia cell line	GSE74999_rabbit_anti-PU_1	GSE74999_PU.1
GSE75115	PLZF	Goat polyclonal anti-human PLZF antibody	-	-	Primary stromal cells	GSE75115_Goat_polyclonal_anti-human_PLZF_antibody	GSE75115_PLZF
GSE75201	FOXA1	FOXA1	-	-	-	GSE75201_FOXA1	GSE75201_FOXA1
GSE75297	SMAD3	SMAD3, Abcam, AB28379	-	H1	H1 hESC	GSE75297_SMAD3_Abcam_AB28379	GSE75297_SMAD3
GSE75503	EBF1	EBF1	-	LCL	EBV positive B-cells	GSE75503_EBF1	GSE75503_EBF1
GSE75503	RBP-jk	RBP-jk	-	LCL	EBV positive B-cells	GSE75503_RBP-jk	GSE75503_RBP-jk
GSE75504	EBF1	EBF1	-	LCL	EBV positive B-cells	GSE75504_EBF1	GSE75504_EBF1
GSE75504	RBP-jk	RBP-jk	-	LCL	EBV positive B-cells	GSE75504_RBP-jk	GSE75504_RBP-jk
GSE75528	p53	p53 Antibody	-	HCT116	Colorectal cancer cells	GSE75528_p53_Antibody	GSE75528_p53
GSE75739	PRMT5	PRMT5	-	breast cancer cell line MDA-MB-231	-	GSE75739_PRMT5	GSE75739_PRMT5
GSE75779	ERa	anti-ERa	-	T47D	-	GSE75779_anti-ERa	GSE75779_ERa
GSE75791	V5	V5-tag	-	-	unaffected human myoblasts	GSE75791_V5-tag	GSE75791_V5
GSE75812	NRF2	rabbit monoclonal anti-NRF2	-	BEAS-2B	-	GSE75812_rabbit_monoclonal_anti-NRF2	GSE75812_NRF2
GSE75814	BRD4	Brd4	-	SK-MEL-5	-	GSE75814_Brd4	GSE75814_BRD4
GSE75876	ERRA	ERRa	-	BT474	-	GSE75876_ERRa	GSE75876_ERRA
GSE75914	MED12	Med12	-	-	hematopoietis stem and progenitor cells	GSE75914_Med12	GSE75914_MED12
GSE76055	MED12	Med12	-	hematopoietic cell line HPC7	hematopoietic stem and progenitor cells	GSE76055_Med12	GSE76055_MED12
GSE76055	p300	p300	-	hematopoietic cell line HPC7	hematopoietic stem and progenitor cells	GSE76055_p300	GSE76055_p300
GSE76072	NR4A1	anti-NR4A1	-	acute myeloid leukemia cell line Kasumi-1	-	GSE76072_anti-NR4A1	GSE76072_NR4A1
GSE76116	MBD3	MBD3	Breast	MDA-MB-231	-	GSE76116_MBD3	GSE76116_MBD3
GSE76141	RB	Rb antibody	-	LNCaP	Prostate cancer	GSE76141_Rb_antibody	GSE76141_RB
GSE76145	ASH1	anti-ASH1	-	leukemia cell line K562	-	GSE76145_anti-ASH1	GSE76145_ASH1
GSE76181	GATA3	GATA3	-	-	Jurkat	GSE76181_GATA3	GSE76181_GATA3
GSE76181	RUNX1	RUNX1	-	-	Jurkat	GSE76181_RUNX1	GSE76181_RUNX1
GSE76191	BRD4	BRD4	-	-	B cells	GSE76191_BRD4	GSE76191_BRD4
GSE76191	c-Myc	c-Myc	-	-	B cells	GSE76191_c-Myc	GSE76191_c-Myc
GSE76191	E2F1	E2F-1	-	-	B cells	GSE76191_E2F-1	GSE76191_E2F1
GSE76271	TRIM28	TRIM28	-	MCF7	-	GSE76271_TRIM28	GSE76271_TRIM28
GSE76376	HNF1	HNF1, sc-8986x	-	-	-	GSE76376_HNF1_sc-8986x	GSE76376_HNF1
GSE76451	SOX9	SOX9: Millipore AB5535	-	VCaP	-	GSE76451_SOX9_Millipore_AB5535	GSE76451_SOX9
GSE76452	SOX9	SOX9: Millipore AB5535	-	VCaP	-	GSE76452_SOX9_Millipore_AB5535	GSE76452_SOX9
GSE76454	ZNF143	ZNF143	-	MCF-7	-	GSE76454_ZNF143	GSE76454_ZNF143
GSE76464	AML1	AML1_ETO	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_AML1_ETO	GSE76464_AML1
GSE76464	ERG	ERG	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_ERG	GSE76464_ERG
GSE76464	FLI1	FLI1	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_FLI1	GSE76464_FLI1
GSE76464	GATA2	GATA2	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_GATA2	GSE76464_GATA2
GSE76464	HDAC1	HDAC1	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_HDAC1	GSE76464_HDAC1
GSE76464	HDAC2	HDAC2	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_HDAC2	GSE76464_HDAC2
GSE76464	LYL	LYL	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_LYL	GSE76464_LYL
GSE76464	p300	P300	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_P300	GSE76464_p300
GSE76464	RUNX1	RUNX1	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_RUNX1	GSE76464_RUNX1
GSE76464	TAL1	TAL1	-	Kasumi-1	human acute myeloid leukemia cell line	GSE76464_TAL1	GSE76464_TAL1
GSE76536	EPOP	EPOP	-	-	EPOP Knockout	GSE76536_EPOP	GSE76536_EPOP
GSE76536	TCEB2_Elongin-B	Elongin B; abcam, ab168836	-	-	EPOP Knockout	GSE76536_Elongin_B_abcam_ab168836	GSE76536_TCEB2_Elongin-B
GSE76536	USP7	USP7, Bethyl, A300-033A	-	-	EPOP Knockout	GSE76536_USP7_Bethyl_A300-033A	GSE76536_USP7
GSE76586	UBTF	anti-UBTF	-	H9	-	GSE76586_anti-UBTF	GSE76586_UBTF
GSE76637	p300	Santa Cruz, SC-584	-	ZR-75-30	-	GSE76637_Santa_Cruz_SC-584	GSE76637_p300
GSE76637	PRKCBP1	Bethyl, A302-090A	-	ZR-75-30	-	GSE76637_Bethyl_A302-090A	GSE76637_PRKCBP1
GSE76661	RPA1	RPA1	-	Hela	-	GSE76661_RPA1	GSE76661_RPA1
GSE76661	RPA2	RPA2	-	Hela	-	GSE76661_RPA2	GSE76661_RPA2
GSE76770	HIF1a	HIF-1alpha	-	H1299	-	GSE76770_HIF-1alpha	GSE76770_HIF1a
GSE76777	SRPK1	anti-SRPK1	-	MCF10A cells	-	GSE76777_anti-SRPK1	GSE76777_SRPK1
GSE76777	SRPK2	anti-SRPK2	-	MCF10A cells	-	GSE76777_anti-SRPK2	GSE76777_SRPK2
GSE76869	EBNA2	EBNA2 mouse monoclonal antibody	-	GM12878	B cell	GSE76869_EBNA2_mouse_monoclonal_antibody	GSE76869_EBNA2
GSE76893	ERa	Era	-	MCF7 (ATCC, HTB-22)	Breast adenocarcinoma-derived cells	GSE76893_Era	GSE76893_ERa
GSE76893	MED1	MED1	-	MCF7 (ATCC, HTB-22)	Breast adenocarcinoma-derived cells	GSE76893_MED1	GSE76893_MED1
GSE76893	NIPBL	NIPBL	-	MCF7 (ATCC, HTB-22)	Breast adenocarcinoma-derived cells	GSE76893_NIPBL	GSE76893_NIPBL
GSE76893	SMC1	SMC1	-	MCF7 (ATCC, HTB-22)	Breast adenocarcinoma-derived cells	GSE76893_SMC1	GSE76893_SMC1
GSE76910	SON	SON antibody	-	K562	Chronic myelogenous leukemia	GSE76910_SON_antibody	GSE76910_SON
GSE76910	SON	SON antibody recognizing the N-terminus of SON	-	K562	Chronic myelogenous leukemia	GSE76910_SON_antibody_recognizing_the_N-terminus_of_SON	GSE76910_SON_n
GSE76937	CBFB	CBFB specific antibody	-	SAOS2	osteosarcoma cell line	GSE76937_CBFB_specific_antibody	GSE76937_CBFB
GSE76937	RUNX2	Custom made RUNX2 antibody	-	SAOS2	osteosarcoma cell line	GSE76937_Custom_made_RUNX2_antibody	GSE76937_RUNX2
GSE77039	JUND	anti-JunD	-	HT29	colorectal adenocarcinoma	GSE77039_anti-JunD	GSE77039_JUND
GSE77039	NR1H2	anti-NR1H2	-	HT29	colorectal adenocarcinoma	GSE77039_anti-NR1H2	GSE77039_NR1H2
GSE77039	PPARg	anti-PPARG	-	HT29	colorectal adenocarcinoma	GSE77039_anti-PPARG	GSE77039_PPARg
GSE77061	Myc	anti-Myc	-	P493	-	GSE77061_anti-Myc	GSE77061_Myc
GSE77225	p53_DO-1	p53-DO1	-	foreskin HDF	-	GSE77225_p53-DO1	GSE77225_p53_DO-1
GSE77260	E2F1	E2F1	-	-	Mesenchymal stem cells	GSE77260_E2F1	GSE77260_E2F1
GSE77328	c-Myc	c-MYC	-	U2OS	-	GSE77328_c-MYC	GSE77328_c-Myc
GSE77448	E2F1	E2F1	-	PC3	-	GSE77448_E2F1	GSE77448_E2F1
GSE77448	LSD1	LSD1	-	PC3	-	GSE77448_LSD1	GSE77448_LSD1
GSE77524	BRN2	goat anti-Brn2	-	-	Human neural progenitor cells (hNPC)	GSE77524_goat_anti-Brn2	GSE77524_BRN2
GSE77524	BRN2	mouse monoclonal anti-Brn2	-	-	Human neural progenitor cells (hNPC)	GSE77524_mouse_monoclonal_anti-Brn2	GSE77524-m_BRN2
GSE77568	BRD4	rabbit polyclonal anti-BRD4	-	OVCAR3	-	GSE77568_rabbit_polyclonal_anti-BRD4	GSE77568_BRD4
GSE78113	CTCF	CTCF	-	786-O	-	GSE78113_CTCF	GSE78113_CTCF
GSE78923	ZNF366	DC-SCRIPT/ZNF366	-	-	monocyte-derived dendritic cells	GSE78923_DC-SCRIPTZNF366	GSE78923_ZNF366
GSE78957	CTCF	CTCF	-	IMR-5	-	GSE78957_CTCF	GSE78957_CTCF
GSE78957	GTF3C5	GTF3C5	-	IMR-5	-	GSE78957_GTF3C5	GSE78957_GTF3C5
GSE78957	n-Myc	N-MYC	-	IMR-5	-	GSE78957_N-MYC	GSE78957_n-Myc
GSE78957	RAD21	RAD21	-	IMR-5	-	GSE78957_RAD21	GSE78957_RAD21
GSE79128	AR	AR	-	VCaP	-	GSE79128_AR	GSE79128_AR
GSE79128	ERG	ERG	-	VCaP	-	GSE79128_ERG	GSE79128_ERG
GSE79288	BRD4	BRD4	-	MOLT4	-	GSE79288_BRD4	GSE79288_BRD4
GSE79288	CDK9	CDK9	-	MOLT4	-	GSE79288_CDK9	GSE79288_CDK9
GSE79357	AR	AR	-	LNCaP	-	GSE79357_AR	GSE79357_AR
GSE79358	AR	AR	-	LNCaP	-	GSE79358_AR	GSE79358_AR
GSE79360	BRD9	Brd9	-	-	Acute myeloid leukemia	GSE79360_Brd9	GSE79360_Brd9_2
GSE79360	BRD9	BRD9	-	-	Acute myeloid leukemia	GSE79360_BRD9	GSE79360_BRD9
GSE79360	BRG1	Brg1	-	-	Acute myeloid leukemia	GSE79360_Brg1	GSE79360_BRG1
GSE79391	BRD9	Brd9	-	-	Acute myeloid leukemia	GSE79391_Brd9	GSE79391_Brd9_2
GSE79391	BRD9	BRD9	-	-	Acute myeloid leukemia	GSE79391_BRD9	GSE79391_BRD9
GSE79391	BRG1	Brg1	-	-	Acute myeloid leukemia	GSE79391_Brg1	GSE79391_BRG1
GSE79429	GR	GR Antibody E-20	-	A549	-	GSE79429_GR_Antibody_E-20	GSE79429_GR
GSE79431	GR	anti-GR	-	A549	-	GSE79431_anti-GR	GSE79431_GR
GSE79432	GR	anti-GR	-	A549	-	GSE79432_anti-GR	GSE79432_GR
GSE79432	GR	GR Antibody E-20	-	A549	-	GSE79432_GR_Antibody_E-20	GSE79432_GR_e20
GSE79491	NR4A1	anti-NR4A1	-	acute myeloid leukemia cell line Kasumi-1	-	GSE79491_anti-NR4A1	GSE79491_NR4A1
GSE79694	FOXM1	Santa Cruz FOXM1-C20	-	VAL-3	ES cells	GSE79694_Santa_Cruz_FOXM1-C20	GSE79694_FOXM1
GSE79707	FXR1	anti-FXR1	-	AGS	gastric cancer cell line	GSE79707_anti-FXR1	GSE79707_FXR1
GSE79707	FXR2	anti-FXR2	-	AGS	gastric cancer cell line	GSE79707_anti-FXR2	GSE79707_FXR2
GSE79707	STAT1	anti-STAT1	-	AGS	gastric cancer cell line	GSE79707_anti-STAT1	GSE79707_STAT1
GSE79707	STAT3	anti-STAT3	-	AGS	gastric cancer cell line	GSE79707_anti-STAT3	GSE79707_STAT3
GSE79734	RBPJK	Abcam ab25949	-	-	-	GSE79734_Abcam_ab25949	GSE79734_RBPJK
GSE79834	MBD3	MBD3	-	-	-	GSE79834_MBD3	GSE79834_MBD3
GSE79834	ZMYND8	ZMYND8	-	-	-	GSE79834_ZMYND8	GSE79834_ZMYND8
GSE79893	PAX8	PAX8 antibody	-	JHOS4	-	GSE79893_PAX8_antibody	GSE79893_PAX8
GSE80075	NCAPH2	NCAPH2	-	HEK293	human embryonic kidney cells	GSE80075_NCAPH2	GSE80075_NCAPH2
GSE80075	TFIIIC	TFIIIC-220	-	HEK293	human embryonic kidney cells	GSE80075_TFIIIC-220	GSE80075_TFIIIC-220
GSE80075	TFIIIC	TFIIIC	-	HEK293	human embryonic kidney cells	GSE80075_TFIIIC	GSE80075_TFIIIC
GSE80105	NRF1	anti-Nrf1 antibody	embryonic stem cell	-	-	GSE80105_anti-Nrf1_antibody	GSE80105_NRF1
GSE80150	CTCF	CTCF	-	SHEP-21N	neuroblastoma cell line	GSE80150_CTCF	GSE80150_CTCF
GSE80150	MYCN	MYCN	-	SHEP-21N	neuroblastoma cell line	GSE80150_MYCN	GSE80150_MYCN
GSE80151	BRD4	BRD4	-	SHEP-21N	neuroblastoma cell line	GSE80151_BRD4	GSE80151_BRD4
GSE80151	MYCN	MYCN	-	SHEP-21N	neuroblastoma cell line	GSE80151_MYCN	GSE80151_MYCN
GSE80151	TWIST	TWIST	-	SHEP-21N	neuroblastoma cell line	GSE80151_TWIST	GSE80151_TWIST
GSE80154	BRD4	BRD4	THMYCN tumor	SHEP-21N	neuroblastoma cell line	GSE80154_BRD4	GSE80154_BRD4
GSE80154	CTCF	CTCF	THMYCN tumor	SHEP-21N	neuroblastoma cell line	GSE80154_CTCF	GSE80154_CTCF
GSE80154	MYCN	MYCN	THMYCN tumor	SHEP-21N	neuroblastoma cell line	GSE80154_MYCN	GSE80154_MYCN
GSE80154	TWIST	TWIST	THMYCN tumor	SHEP-21N	neuroblastoma cell line	GSE80154_TWIST	GSE80154_TWIST
GSE80238	AR	AR Antibody	-	LNCaP-abl (abl)	-	GSE80238_AR_Antibody	GSE80238_AR
GSE80256	AR	Santa Cruz sc-816 X	-	LNCaP	-	GSE80256_Santa_Cruz_sc-816_X	GSE80256_AR
GSE80256	GRHL2	Sigma HPA004820	-	LNCaP	-	GSE80256_Sigma_HPA004820	GSE80256_GRHL2
GSE80331	TCF7L1	TCF7L1	-	-	H9 human embryonic stem cells (passage 44)	GSE80331_TCF7L1	GSE80331_TCF7L1
GSE80358	ER	anti-ER	-	-	-	GSE80358_anti-ER	GSE80358_ER
GSE80358	PR	anti-PR	-	-	-	GSE80358_anti-PR	GSE80358_PR
GSE80386	INTS12	INTS12	-	-	Human bronchial epithelial cells HBECs	GSE80386_INTS12	GSE80386_INTS12
GSE80443	ETV1	ETV1	-	Colo800	-	GSE80443_ETV1	GSE80443_ETV1
GSE80593	KDM5A	KDM5A #1416	-	-	T47D	GSE80593_KDM5A_#1416	GSE80593_KDM5A
GSE80620	ER	anti-ER	-	-	-	GSE80620_anti-ER	GSE80620_ER
GSE80620	PR	anti-PR	-	-	-	GSE80620_anti-PR	GSE80620_PR
GSE80661	DP1	anti DP1	-	U266	-	GSE80661_anti_DP1	GSE80661_DP1
GSE80661	E2F1	anti E2F1	-	U266	-	GSE80661_anti_E2F1	GSE80661_E2F1
GSE80727	ATF2	ATF2	-	-	-	GSE80727_ATF2	GSE80727_ATF2
GSE80728	ERa	Anti-ERα	-	MCF7-tet-on-shCtr9	ER{alpha}-positive breast cancer cells	GSE80728_Anti-ERα	GSE80728_ERa
GSE80742	AR	AR	-	22Rv1	prostate cancer cells	GSE80742_AR	GSE80742_AR
GSE80742	FOXA1	FOXA1	-	22Rv1	prostate cancer cells	GSE80742_FOXA1	GSE80742_FOXA1
GSE80779	CDK9	Santa Cruz, sc-484	-	MOLM13	-	GSE80779_Santa_Cruz_sc-484	GSE80779_CDK9
